model,prompt_id,day_1,day_2,similarity
gemini-2.5-flash,13,20,21,0.93503773
gemini-2.5-flash,13,21,22,0.9656268
gemini-2.5-flash,13,22,23,0.9481603
gemini-2.5-flash,13,23,24,0.92207813
gemini-2.5-flash,13,24,25,0.8877442
gemini-2.5-flash,13,25,26,0.9112138
gemini-2.5-flash,13,26,27,0.9144764
gemini-2.5-flash,13,27,28,0.93201065
gemini-2.5-flash,13,28,29,0.9505373
gemini-2.5-flash,13,29,30,0.9333767
gemini-2.5-flash,14,1,2,0.8839917
gemini-2.5-flash,14,2,3,0.915251
gemini-2.5-flash,14,3,4,0.858827
gemini-2.5-flash,14,4,5,0.9071721
gemini-2.5-flash,14,5,6,0.88413477
gemini-2.5-flash,14,6,7,0.8676461
gemini-2.5-flash,14,7,8,0.8955974
gemini-2.5-flash,14,8,9,0.9337133
gemini-2.5-flash,14,9,10,0.94479775
gemini-2.5-flash,14,10,11,0.8932637
gemini-2.5-flash,14,11,12,0.88469017
gemini-2.5-flash,14,12,13,0.8886335
gemini-2.5-flash,14,13,14,0.9189852
gemini-2.5-flash,14,14,15,0.89539534
gemini-2.5-flash,14,15,16,0.9090904
gemini-2.5-flash,14,16,17,0.92609555
gemini-2.5-flash,14,17,18,0.9196039
gemini-2.5-flash,14,18,19,0.87864536
gemini-2.5-flash,14,19,20,0.85662705
gemini-2.5-flash,14,20,21,0.9335023
gemini-2.5-flash,14,21,22,0.91399217
gemini-2.5-flash,14,22,23,0.85727274
gemini-2.5-flash,14,23,24,0.85462004
gemini-2.5-flash,14,24,25,0.8871738
gemini-2.5-flash,14,25,26,0.8878696
gemini-2.5-flash,14,26,27,0.92893463
gemini-2.5-flash,14,27,28,0.92674714
gemini-2.5-flash,14,28,29,0.9084046
gemini-2.5-flash,14,29,30,0.89467233
gemini-2.5-flash,15,1,2,0.84577584
gemini-2.5-flash,15,2,3,0.884286
gemini-2.5-flash,15,3,4,0.88779116
gemini-2.5-flash,15,4,5,0.8069562
gemini-2.5-flash,15,5,6,0.8019885
gemini-2.5-flash,15,6,7,0.8259489
gemini-2.5-flash,15,7,8,0.86752397
gemini-2.5-flash,15,8,9,0.84027827
gemini-2.5-flash,15,9,10,0.8448275
gemini-2.5-flash,15,10,11,0.88146627
gemini-2.5-flash,15,11,12,0.8364259
gemini-2.5-flash,15,12,13,0.8545059
gemini-2.5-flash,15,13,14,0.8622471
gemini-2.5-flash,15,14,15,0.89904547
gemini-2.5-flash,15,15,16,0.85747105
gemini-2.5-flash,15,16,17,0.8929231
gemini-2.5-flash,15,17,18,0.8583249
gemini-2.5-flash,15,18,19,0.8879892
gemini-2.5-flash,15,19,20,0.8742167
gemini-2.5-flash,15,20,21,0.90579927
gemini-2.5-flash,15,21,22,0.8988731
gemini-2.5-flash,15,22,23,0.8296298
gemini-2.5-flash,15,23,24,0.8205951
gemini-2.5-flash,15,24,25,0.8572092
gemini-2.5-flash,15,25,26,0.85796165
gemini-2.5-flash,15,26,27,0.84896773
gemini-2.5-flash,15,27,28,0.88857114
gemini-2.5-flash,15,28,29,0.869843
gemini-2.5-flash,15,29,30,0.8827253
